perfume_id,brand,name,old_price,old_price_THB,new_price,new_price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings
58,PACO RABANNE,Lady Million,535,17671.05,210,6936.3,80,EDP,Women,Floral,Gardenia,"Arabic Jasmine, African Orange Flower",4.7,Beauty Ideas,3.9,61
59,Giorgio Beverly Hills,giorgio,120,3963.6,120,3963.6,90,EDT,Women,Floral,"Sandalwood, Patchouli, Vanilla, Amber, Cedar, Oakmoss, Musk","Ylang-ylang, Seductive Tuberose, Gardenia, Jasmine, Rose, Orchid",5,Faces,3.9,61
60,Guerlain,Idylle,430,14202.9,256,8455.68,100,EDP,Women,Floral,"Amber Accord, Sandalwood","Magnolia, Jasmine, Ylang Ylang",4.3,MOON LIGHT,3.9,33
61,Yves Saint Laurent,Libre,655,21634.65,410,13542.3,90,EDP,Women,Floral,"Amber, Vanilla, Ambergris, Musk","Orange Blossom, Jasmine, Lavender",4.9,Parfume-Stor,4.2,25
62,Jean Paul GAULTIER,Scandal,400,13212,288,9512.64,50,EDP,Women,Floral,"Patchouli, Beeswax, Caramel, Licorice","Honey, Gardenia, Jasmine, Orange Blossom, Peach",5,Shopping life,4.2,20
63,BURBERRY,Mr. Burberry,515,17010.45,179.95,5943.7485,100,EDP,Men,Woody,"Patchouli, Amber, Sandalwood, Vetiver, Benzoin, Cinnamon","Lavender, Cedar, Nutmeg",4.5,noon,4.2,98.1K
64,Ajmal,Raindrops,97,3203.91,47.95,1583.7885,50,EDP,Women,Fruity,Floral Ambery Woody,Animalistic Floral,4.7,noon,4.2,98.1K
65,GUCCI,Guilty Absolute,552,18232.56,332.3,10975.869,90,EDP,Women,Spicy,"Patchouli, Amber","Vetiver, Cypress, Bulgarian Rose, Woody Notes",4.2,Star.perfume,3.9,537
66,BURBERRY,Mr. Burberry,295,9743.85,200,6606,100,EDP,Men,Woody,"Patchouli, Amber, Sandalwood, Vetiver, Benzoin Cinnamon","Lavender, Cedar, Nutmeg",5,Star.perfume,3.9,537
67,VERSACE,Dylan Blue,85,2807.55,20.5,677.115,5,EDT,Men,Citrus,"Frankincense, Musk, Saffron, Tonka Beans","Ambroxan, Black Pepper, Papyrus, Patchouli, Violet Leaves",4.4,Princess of beauty,3.5,467
68,J.CASANOVA,ICQ,76.3,2520.189,76.3,2520.189,100,EDT,Men,Fresh,"Wood, Cedar Wood, Patchouli, Animal, Sandalwood","Floral, Ylang-Ylang, Jasmin, Cyclamen, Rosewood",5,Parisian Store,3.9,425
69,UNITED COLORS OF BENETTON,Cold,51,1684.53,27.95,923.1885,100,EDT,Women,Spicy,"Amber, Frankincense, Musk, Patchouli, Vanilla, Vetiver","Coriander, Cumin, Pimiento",4,top langri,4.2,347
70,YSL,Supreme Bouquet,1215,40131.45,699,23087.97,75,EDP,Unisex,Woody,"Amber, Musk, Patchouli","Tuberose, Jasmine, Ylang-Ylang",5,PARFUM.1990,3.5,244
71,TOMMY HILFIGER,Tommy,340,11230.2,129,4260.87,100,EDT,Men,Spicy,"Amber, Cactus, Cotton","Cranberry, Rose, Apple",4.4,AMLAQ,3.9,135
72,RALPH LAUREN,Safari,541,17869.23,178,5879.34,125,EDT,Men,Woody,"Leather, sandalwood, amber, patchouli, musk, oakmoss, cedar","Cyclamen, carnation, cinnamon, tarragon, jasmine, rose",3.5,Pinch Of Perfum,3.5,75
73,EMPORIO ARMANI,Stronger With You,415,13707.45,175.85,5808.3255,100,EDT,Men,Floral,"Amberwood, Cedar, Chestnut, Vanilla","Melon, Pineapple, Sage",4.5,flower,3.8,66
74,TED LAPIDUS,Rumba Passion Ted Lapidus,140,4624.2,95,3137.85,100,EDT,Women,Floral,"Patchouli, Vanilla, Honey","Jasmine, Rose",5,Beauty Gallery,3.7,59
75,HUGO BOSS,Dark Blue,159,5251.77,129,4260.87,75,EDT,Men,Citrus,"Benzoin, Olibanum, Patchouli, Suede","Pelargonium, Cypress, Sage",4.5,Diorworld,3.6,30
76,VERSACE,Dylan Blue,425,14037.75,217.85,7195.5855,100,EDT,Men,Fresh,"Incense, Musk, Tonka Bean, Saffron","Ambroxan, Patchouli, Black Pepper, Violet Leaf, Papyrus",4.6,noon,4.2,98.1K
77,BOUCHERON,Quatre,462,15259.86,169.75,5606.8425,100,EDP,Women,Floral,"Caramel, Cashmere, Vanilla, White Musk","Apple, Jasmine, Fishing, Rose",4.9,noon,4.2,98.1K
78,DORALL COLLECTION,Molto Carina,27,891.81,8.55,282.4065,100,EDT,Women,Woody,"Musk, Lactone, Woody Amber","Tropical Fruits, Peach, Jasmin, Water",4,B.A.G,3.7,14.1K
79,armani,Stronger With You Intensely,457,15094.71,336,11098.08,100,EDP,Men,Sweet Aromatic,Ambery Woods,Vanilla,4.8,flower,3.9,537
80,PACO RABANNE,1 Million,395,13046.85,173,5714.19,100,EDT,Men,Woody,"Indian Patchouli, amber, woody notes, leather","Rose absolute, musk, cinnamon bark",3.8,Al-Najm,3.7,347
81,VALENTINO,Valentina,500,16515,241,7960.23,80,EDP,Women,Floral,"Virginia Cedar,Vanilla,Amber","Strawberry,Tuberose,African Orange Flower,Jasmine",5,top langri,3.7,347
82,Ard Al Zaafaran,Oud 24 Hours,47,1552.41,47,1552.41,100,EDP,Unisex,Fresh,"Amber, Incense, Sandalwood, Patchouli, Agarwood (oud)","Spicy Notes, Fruity Notes, Jasmine, Gardenia, Ylang-ylang",4,Attractive perfume,3.5,244
83,DKNY,Be Delicious,185,6110.55,148.35,4900.0005,100,EDP,Women,Floral,"White Amber, Woods","Apple, Tuberose, White Muguet, Rose, Violet",4.8,AMLAQ,3.9,135
84,Estee Lauder,Modern Muse,584,19289.52,239.7,7917.291,100,EDP,Women,Floral,"Patchouli, Amber, Musk, Vanilla, Woodsy Note","Tuberose, Lily, Flower Petals, Honeysuckles, Jasmine Sambac, Chinee Jasmine",4.5,AMLAQ,3.9,135
85,CAROLINA HERRERA,Good Girl,565,18661.95,213.15,7040.3445,80,EDP,Women,Arabian,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",4.8,hadayiq baris,3.8,122
86,BURBERRY,Mr.Burberry,515,17010.45,199.9,6602.697,100,EDP,Men,Woody,"Sandalwood, Vetiver , Guaiac Wood","Birch Leaf, Nutmeg Oil , Cedar",4.6,Faces,3.9,61
87,Guerlain,Ideal,560,18496.8,223,7365.69,100,EDP,Men,Fruity,"Leather, Sandalwood, Tonka Beans","Bulgarian Rose, Cherry, Incense, Vanilla",4.8,Majestueuse,4.8,21
88,GIORGIO ARMANI,Acqua Di Gio,660,21799.8,464.9,15355.647,200,EDT,Men,Citrus,"Amber, Oak moss, Musk, Cedar","Violet, Coriander, Small Coconut, Peach, Rose, Sea Notes, Freesia, Flower Of Love",3.7,Beautiful Live,412,7
89,ELIE SAAB,Girl of Now Shine,504,16647.12,192,6341.76,90,EDP,Women,Arabian,"Iris, Jasmine, Sweet Vanilla, Patchouli","Roasted Almonds, Ylang-ylang",5,flower,4.2,98
90,NARCISO RODRIGUEZ,Narciso Rodriguez,436,14401.08,215.75,7126.2225,50,EDP,Women,Spicy,"Patchouli, Sandalwood","Amber, Musk",4.3,noon,4.2,98.1K
91,Ajmal,Raindrops,97,3203.91,47.95,1583.7885,50,EDP,Women,Fruity,Floral Ambery Woody,Animalistic Floral,4.7,noon,4.2,98.1K
92,Roberto Cavalli,Uomo,349,11527.47,126,4161.78,100,EDT,Men,Floral,Cedar,"Honey, Lavender",5,noon,4.2,98.1K
93,MONTBLANC,Emblem Absolu,395,13046.85,116,3831.48,100,EDT,Men,Spicy,"Patchouli, Vetiver, Moss","Pink Pepper, Lavender, Fruits, Honey",4.7,Modon,3.9,537
94,LACOSTE,Eau de Lacoste L. 12.12 Noir,330,10899.9,85,2807.55,100,EDT,Men,Spicy,"Dark Chocolate, Cashmeran, Coumarin, Patchouli","Basil, Verbena, Lavender",4.8,Al-Najm,3.7,347
95,Calvin Klein,CKIN2U,148,4888.44,82.9,2738.187,100,EDT,Men,Citrus,"Vetiver, Cedar, White Musk",Cacao Pod,5,AMLAQ,3.9,135
96,Roberto Cavalli,Florence,230,7596.9,166.8,5509.404,75,EDP,Women,Floral,"Patchouli, Musk, Amber","Orange Blossom, Grapefruit Blossom, Hibiscus Seed",4.6,AMLAQ,3.9,135
97,TOMMY HILFIGER,Tommy Hilfiger,221,7299.63,124.9,4125.447,100,EDT,Men,Spicy,"Amber, Cactus, Cotton Flower","Cranberry, Rose, Granny Smith Apple",4.1,AMLAQ,3.9,135
98,LE CHAMEAU,Atelier Intense,88,2906.64,71.25,2353.3875,80,EDT,Men,Arabian,"Vetyver, Amber, Musk, Oakmoss","Spicy, Sandalwood, Ceadarwood, Tonka",5,Emper Perfumes,3.5,88
99,LE CHAMEAU,Genesis Oud Malaki,73,2411.19,73,2411.19,100,EDT,Unisex,Arabian,"Musk, Vetiver","Agarwood, Apple, Patchouli, Amber",2,Queen Line,3.8,81
100,AVON,Tomorrow,130,4293.9,70,2312.1,50,EDP,Women,Floral,"Powdery, Floral, Woody, Balsamic, Rose",Musk,4.5,Tiffany,3.7,54
101,PACO RABANNE,Invictus,395,13046.85,210,6936.3,100,EDT,Men,Citrus,"Guaiac Wood, Patchouli Heart","Ambregris Accord, Grapefruit Zests",4.8,Boutique Wareef,3.8,98
102,Salvatore Ferragamo,Signorina Eleganza,326,10767.78,153.3,5063.499,100,EDP,Women,Fruity,"Patchouli, White Leather","Almond Powder, Golden Osmanthus Petals",5,noon,4.2,98.1K
103,Carrera,Pour Homme,59,1948.77,43.5,1436.805,100,EDT,Men,Woody,"Cedar, Tonka Bean, Musk, Leather, Sandalwood, Oakmoss","Anise, Ginger, Cloves, Jasmine",5,KAYA,4.3,4K
104,DORALL COLLECTION,Nashwa,43,1420.29,14.2,469.026,100,EDT,Women,Woody,"Amber, patchouli, vanilla, musk, sandalwood","Magnolia, gardenia, lily of the valley, freesia, jasmine",5,B.A.G,3.7,14.1K
105,Calvin Klein,Euphoria,289,9545.67,94.55,3122.9865,100,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood, Suede","Black Basil, Sage, Cedar",4.7,Star.perfume,4.2,537
106,HUGO BOSS,XX,295,9743.85,158.65,5240.2095,100,EDT,Women,Fruity,"Amber, Musk, Sandalwood","Jasmine, Rice, Rose",4.5,Star.perfume,3.9,537
107,Sedr Al-Khaleej Perfumes,Moon Light,55,1816.65,34.3,1132.929,100,EDP,Women,Citrus,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",5,SEDR,4.2,288
108,Dunhill,Desire,230,7596.9,84.95,2805.8985,100,EDT,Men,Fresh,"Vanilla, Musk, Labdanum","Rose, Teakwood, Patchouli",4.2,hadayiq baris,3.8,122
109,Dior,Sauvage,1176,38843.28,240.85,7955.2755,100,EDT,Men,Fresh,"Cedar, labdanum, ambroxan","Geranium, lavender, sichuan, pepper, elemi, pink pepper, vetiver, patchouli",3.8,ثروة الجمال,3.9,61
110,TRUSSARDI,My Land,300,9909,164,5416.92,100,EDT,Men,Woody,"Leather, Vetiver, Tonka Bean","Lavender, Violet, Calone",4.5,Beautiful Live,412,7
111,Dupont,Passenger,95,3137.85,95,3137.85,100,EDT,Men,Woody,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper, Lavender",4.5,Beautiful Live,412,7
112,ANGEL SCHLESSER,Essential,287,9479.61,103.95,3433.4685,100,EDP,Women,Oriental,"Sandal Wood, Musk, Vetiver","Peony, Violet, Freesia, Bulgarian Rose",4.6,noon,4.2,98.1K
113,Calvin Klein,Euphoria,220,7266.6,91.95,3037.1085,100,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood, Suede","Black Basil, Sage, Cedar",5,noon,4.2,98.1K
114,PACO RABANNE,Pour Homme,226,7464.78,136.05,4493.7315,100,EDT,Men,Woody,"Honey, Amber, Musk, Oakmoss","Tonka Bean, Lavender, Geranium",4.5,noon,4.2,98.1K
115,MONTBLANC,Starwalker,240,7927.2,125.55,4146.9165,75,EDT,Men,Woody,"Ginger, Fir Resin, Nutmeg, Amber","Sandalwood, White Musk, Cedar",5,noon,4.2,98.1K
116,DORALL COLLECTION,Classic Black,9,297.27,8.8,290.664,100,EDT,Men,Fresh,"Chocolate,cashmere Wood, Patchouli, Tonka Bean","Basil, Verbena , Lavender",4,the beauty,3.9,538
117,S.T.Dupont,Essence Pure,215,7101.45,84.6,2794.338,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla, Cedar","Jasmine, Rose",4.4,the beauty,4.1,538
118,S.T.Dupont,Passenger Spray,220,7266.6,124.7,4118.841,100,EDP,Women,Fruity,"Sandalwood, Musk","Redolent with Cyclamen, Gardenia, Rose, Iris",5,AMLAQ,3.9,135
119,DAVIDOFF,Zino,116,3831.48,81.55,2693.5965,125,EDT,Men,Woody,"Tonka, Sandal, Amber, Cedar, Patchouli, Vanilla","Muguet, Rose, Jasmine, Geranium",3.4,AMLAQ,3.9,135
120,Ajmal,Evoke,150.05,4956.1515,150.05,4956.1515,75,EDP,Women,Floral,"Patchouli, Vanilla, Moss","Jasmine, Rose, Orris",5,BOUTIQUE PERFUMES,4.3,118
121,Guerlain,Idylle,725,23946.75,259.7,8577.891,100,EDP,Women,Floral,"Musk, Patchouli","Jasmine, Lilac, Lily, Lily Of The Valley, Peony",5,ثروة الجمال,3.8,76
122,CHOPARD,Wish,182,6011.46,96,3170.88,75,EDP,Women,Oriental,"Patchouli, Caramel, Amber, Sandalwood, Vanilla","Honey, Milk, Lily Of The Valley, Orchid, Violet, Jasmine, Heliotrope, Osmanthus,, Magnolia",4.8,Dior Fragrances,3.9,69
123,PACO RABANNE,Olympêa,455,15028.65,150,4954.5,80,EDP,Women,Floral,"Sandalwood, Cashmere, Ambergris",Vanilla,4.5,Asrar Aljamal,3.8,61
124,CHOPARD,Happy Spirit,230,7596.9,152.15,5025.5145,75,EDP,Women,Floral,"Amber, Cashmere Wood, Musk","Honeysuckle, Osmanthus",4.4,noon,4.2,98.1K
125,CARTIER,Pasha de Cartier,290,9578.7,185.25,6118.8075,100,EDT,Men,Aromatic,"Oakmoss, Sandalwood, Patchouli, Labdanum","Coriander, Brazilian Rosewood",4.3,noon,4.2,98.1K
126,PACO RABANNE,Olympea,458,15127.74,134,4426.02,80,EDP,Women,Floral,"Cashmere, Sandalwood, Ambergris",Salted Vanilla,4,Number One,4.2,1.3K
127,jennifer lopez,Live,161,5317.83,104,3435.12,100,EDP,Women,Fruity,"Tonka Bean, Sensual, Rich, Creamy Buttery Lactonic Caramel","Uity Red Currant Blossoms, Violet",5,Star.perfume,3.9,537
128,Yves Saint Laurent,Black Opium Nuit Blanche,620,20478.6,266.9,8815.707,90,EDP,Women,Spicy,"Vanilla Absolute, Sandalwood, White Musk","Orange Blossom Absolute, Black Opium Coffee",4.5,Al-Najm,3.7,347
129,LACOSTE,Eau de Lacoste L. 12.12 Noir,330,10899.9,85,2807.55,100,EDT,Men,Spicy,"Dark Chocolate, Cashmeran, Coumarin, Patchouli","Basil, Verbena, Lavender",4.8,Al-Najm,3.7,347
130,Calvin Klein,Euphoria Intense,440,14533.2,99,3269.97,100,EDT,Men,Spicy,"Cashmere Woods, Madagascar Vanilla, Burnt Amber, Australian Sandalwood","Black Basil, Sage, Cedar, Vetiver",4.2,Al-Najm,3.7,347
131,PACO RABANNE,Paco Rabanne,250,8257.5,133.7,4416.111,100,EDT,Men,Woody,"Tobacco, Oakmoss, Musk","Lavender, Thyme, Tarragon",4.4,AMLAQ,3.9,135
132,Ajmal,Sacrifice,75.9,2506.977,75.9,2506.977,50,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",4.5,neo lek,3.5,88
133,BVLGARI,Petits Et Mamans,327,10800.81,197.75,6531.6825,100,EDT,Women,Floral,"Iris, Vanilla",White Peach,4.8,Tiffany,4.2,75
134,Ferrari,Scuderia Black,163,5383.89,98.5,3253.455,125,EDT,Men,Fruity,"Cedar, Amber, Musk, Vanilla","Cardamom, Cinnamon, Rose, Jasmine",4,Beauty Gallery,3.7,59
135,TRUSSARDI,My Name,308,10173.24,228,7530.84,50,EDP,Women,Floral,"Dry Amber, Vanilla","Lilac, Musk",4.6,Beautiful Live,4.2,7
136,VERSACE,Crystal Noir,342,11296.26,183.45,6059.3535,50,EDT,Women,Arabian,"Sandalwood, Musk, Amber","Orange Blossom, Peony, Gardenia, Coconut",3.9,noon,4.2,98.1K
137,Calvin Klein,Intense Euphoria,290,9578.7,109.95,3631.6485,100,EDT,Men,Spicy,"Labdanum, Amber, Patchouli, Agarwood, Myrrh","Black Basil, Sage, Cedar, Vetiver",4.4,noon,4.2,98.1K
138,PACO RABANNE,One Million Lucky,435,14368.05,257.15,8493.6645,100,EDT,Men,Woody,"White cedar, patchouli, amber wood, vanilla","Hazelnut, Cedar, Jasmine",4.7,noon,4.2,98.1K
139,HERMES,Terre D' Hermes,474,15656.22,173,5714.19,100,EDT,Men,Citrus,"woody notes, patchouli, cedar",geranium,3.9,Boutique Wareef,4.2,98.1K
140,Alrehab,Anfas Aloud,215,7101.45,85.5,2824.065,60,EDP,Unisex,Arabian,oud,bergamot,5,Parisian Store,4.1,425
141,EMPORIO ARMANI,Because It's You,483,15953.49,154.7,5109.741,100,EDP,Women,Floral,"Musk, Vanilla, Amberwood",Rose,4.9,Al-Najm,3.7,347
142,Genie,London Burberry,29,957.87,14.95,493.7985,25,EDP,Women,Floral,"Wood, Musk","Jasmine, Tiare Flower, Soft Peony",4.7,moon perfume,3.7,199
143,Roberto Cavalli,Women,430,14202.9,103,3402.09,75,EDP,Women,Arabian,"Benzoin,Tonka Beans,Vanilla",Orange Tree Blossom,5,rich&light,3.8,69
144,LALIQUE,Lalique,541,17869.23,249,8224.47,100,EDP,Women,Woody,"White Musk,Sandalwood,Vanilla","Blackberry,Cassis,Pear",4.4,Faces,3.9,61
145,Franck Olivier,Oud Touch,93,3071.79,93,3071.79,100,EDP,Men,Woody,"Amber, Musk, Vanilla","Violet, Patchouli, Rose, Jasmine, Olibanum",5,Faces,3.9,61
146,TOMMY HILFIGER,Tommy,340,11230.2,130,4293.9,100,EDT,Men,Spicy,"Amber, Cactus, Cotton Plant Blossom","Apple, Cranberries, Rose",5,Faces,3.9,61
147,Elizabeth Arden,5th Avenue,155,5119.65,93,3071.79,75,EDP,Women,Floral,"Amber, Tibetan Musk, Sandalwood, Iris, Vanilla","Bulgarian Pink Violet, Ylang-ylang, Jasmine, Indian Tuberose, Peach, Carnation, Nutmeg",4,Ryhana Perfume,4.2,25
148,ELIE SAAB,Girl Of Now,561,18529.83,250,8257.5,90,EDP,Women,Floral,"Patchouli,Cashmeran,Tonka bean, Almod milk","Orange Blossom,Magnoli,Almond",4.5,Beuatyone1,3.5,98
149,PACO RABANNE,One Million,426,14070.78,287.95,9510.9885,200,EDT,Men,Woody,Blonde Leather Patchouli White Woods Amber,"Rose Absolute, Cinnamon Spices",5,noon100  % original genuine product,4.2,98.1K
150,Calvin Klein,Euphoria,289,9545.67,94.55,3122.9865,100,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood, Suede","Black Basil, Sage, Cedar",4.7,Star.perfume,3.9,537
151,cacharel,Noa,299,9875.97,154.75,5111.3925,100,EDT,Women,Fresh,"Woodsy transparent with coffee, incense touches","White flowers, ylang-ylang, rose",4.5,Star.perfume,3.9,537
152,GUESS,Seductive Homme,134,4426.02,91.75,3030.5025,100,EDT,Men,Spicy,"Musk, Sandalwood, Patchouli, Amber","Vetiver, Violet Leaf, Orchid",4.5,Star.perfume,3.9,537
153,Al Fakhr,Ameer Al Oud Khususi,28,924.84,12,396.36,100,EDP,Unisex,"Woody, Sweet","Sandalwood, Cedarwood","Black Pepper, Cardamom",4.1,kikup,3.9,425
154,Alrehab,Anfas Aloud,215,7101.45,85.5,2824.065,60,EDP,Unisex,Arabian,oud,bergamot,5,Parisian Store,3.7,425
155,Givenchy,Pour Homme,219,7233.57,117,3864.51,100,EDT,Men,Spicy,"Labdanum, Ceder","Vetiver, Lavender",4.4,Al-Najm,3.7,347
156,Rasasi,Blue,36.95,1220.4585,36.95,1220.4585,100,EDT,Men,Spicy,"Amber, Woody","Geranium, Rose, Coriander, Pepper, Jasmine",5,hadayiq baris,3.8,122
157,GIORGIO ARMANI,Eau Pour Homme Reno 2013,361,11923.83,186,6143.58,50,EDT,Men,Citrus,"Patchouli, Oakmoss, Sandalwood","Cloves, Lily, Nutmeg",4.7,MOON LIGHT,3.8,76
158,LACOSTE,Touch Of Pink,238,7861.14,95,3137.85,50,EDT,Women,Floral,"Woodsy-Musk Base, Vanilla","Jasmine, Unexpected Carrot,, Spicy Coriander",4.6,Cute Shop,4.4,59
159,GUESS,Gold,341,11263.23,119,3930.57,75,EDP,Women,Floral,"Sandalwood, Patchouli, Amber, Vetiver, Sensual Musk","Jasmine, Lotus, Intoxicating Seductress Rose",4.9,Beautiful Live,4.2,7
160,BVLGARI,Goldea The Roman Night,530,17505.9,229.25,7572.1275,75,EDP,Women,Floral,"Patchouli,Black Musk,Vetiver,Moss","Black Peony,Night-Blooming Jasmine,Rose,Tuberose",4.7,noon,4.2,98.1K
161,LACOSTE,Lacoste,368,12155.04,115,3798.45,100,EDT,Men,Citrus,"Cedar, Woody Notes, Amber, Vanilla, Musk","Black Pepper, Ginger, Jasmine, Almond",4.6,noon,4.2,98.1K
162,Guerlain,Samsara,400,13212,221.45,7314.4935,100,EDP,Women,Arabian,"Sandal Wood, Vanilla, Tonka Bean, Amber, Musk","Jasmine, Cold Woodsy Iris, Luscious Narcissus, Violet, Rose",4.7,noon,4.2,98.1K
163,HUGO BOSS,The Scent,535,17671.05,155,5119.65,100,EDP,Women,Fruity,Cacao,Osmanthus,4.5,noon,4.2,98.1K
164,JAGUAR,Classic Gold,118,3897.54,79.95,2640.7485,100,EDT,Men,Woody,"Patchouli,Vanilla,Musk","Orange Blossom,Teak Wood",4.7,Star.perfume,3.9,537
165,Franck Olivier,Frank Olivier,139,4591.17,87,2873.61,75,EDP,Women,Musk,"Musk, Sandalwood, Vanilla","Jasmine, Ylang-Ylang, Heliotrope, Rose",4.7,AMLAQ,3.9,135
166,CHOPARD,Happy Spirit Forever,440,14533.2,98.1,3240.243,75,EDP,Women,Oriental,"Patchouli, Amber","Rosemary, Jasmine, Orange Blossom",4.9,AMLAQ,3.9,135
167,PACO RABANNE,Million,295,9743.85,166.5,5499.495,50,EDP,Women,Fresh,"Honey, Patchouli","Orange Flower Absolute, Jasmine Absolute",5,Number One,4.3,118
168,Pino Silvestre,Pino Silvester Original,72.5,2394.675,72.5,2394.675,125,EDT,Men,Woody,"Amber, Cedar, Musk, Tonka Beans, Moss","Spicy Notes Of Carnation, Nutmeg, Geranium, Thyme, Fir Tree",5,neo lek,3.5,88
169,MONTALE,Roses Musk,375,12386.25,237.9,7857.837,100,EDP,Women,Floral,Musk,Jasmine,5,Lolita ShopNo Exchange or Return,3.5,75
170,Kenneth Cole,Black,315,10404.45,177.9,5876.037,100,EDT,Men,Floral,"Amber, Musk, Violet Leaf, Suede","Nutmeg, Incense, Cedar, Lotus, Exotic Woods",4.5,Alabeer,3.9,33
171,Calvin Klein,Intense Euphoria,290,9578.7,109.95,3631.6485,100,EDT,Men,Spicy,"Labdanum, Amber, Patchouli, Agarwood, Myrrh","Black Basil, Sage, Cedar, Vetiver",4.4,noon,4.2,98.1K
172,MONTBLANC,Legend,445,14698.35,214.55,7086.5865,200,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oak moss, Geranium, Rose, Red Apple, Dried Fruits",4.5,noon,4.2,98.1K
173,Calvin Klein,Obsession,231,7629.93,120,3963.6,125,EDT,Men,Spicy,"Amber, Sandalwood, Patchouli, Vanilla, Musk","Brazilian Rosewood, Sage, Myrrh, Pine Tree, Nutmeg",3,noon,4.2,98.1K
174,Lattafa,Sheikh Al Shuyukh,63,2080.89,32.75,1081.7325,50,EDP,Unisex,Aromatic,"Vetiver, Patchouli","Lavender Sage, Rosemary",4.8,noon,4.2,98.1K
175,Dolce & Gabbana,The One,100,3303,100,3303,75,EDP,Women,Fruity,"Tobacco, Amber, Cedar","Orange Blossom, Ginger, Cardamom",5,Asrar Aljamal,3.9,537
176,Kenzo,World Intense,500,16515,149.75,4946.2425,75,EDP,Women,Spicy,Vanilla,"Jasmine, Peony",4,Star.perfume,3.9,537
177,Dolce & Gabbana,L' Imperatrice 3,370,12221.1,157.7,5208.831,100,EDT,Women,Fruity,"Lemon Tree, Musk, Sandalwood","Watermelon, Cyclamen, Jasmine",4.7,AMLAQ,3.9,135
178,JAGUAR,Vision II,141,4657.23,73.8,2437.614,100,EDT,Men,Fruity,"Cedar, Musk, Patchouli, Wood","Geranium, Pepper, Sea Notes",5,Parvant Store,3.5,76
179,Mariah Carey,Forever,197,6506.91,126,4161.78,100,EDP,Women,Floral,"Musk, Wood","Gardenia, Tuberose",4,perfumes--addresses,4.4,59
180,BURBERRY,Brit Splash,278,9182.34,194,6407.82,100,EDT,Men,Fresh,"Moss, Musk, Vetiver","Cyclamen, Violet, Water Notes",4.6,Chansles,3.9,33
181,PRADA,Amber Intense,324,10701.72,321.95,10634.0085,100,EDP,Men,Spicy,Creamy Amber,Vanilla,4.4,Ryhana Perfume,4.2,25
182,Milton Lloyd,Hawaii London,51,1684.53,23,759.69,55,EDT,Women,Floral,"Woody Notes, Musk","Jasmine, Rose",4,hawas,4.2,9
183,Lattafa,Khalis Pure Oudi,68,2246.04,37,1222.11,100,EDP,Unisex,Woody,"Amber, Cedar, Guaiac Wood, Musk, Vanilla","Jasmine, Sandalwood",4.3,noon,4.2,98.1K
184,GUESS,Marciano,111,3666.33,83.3,2751.399,100,EDP,Women,Citrus,"Vanilla, Musk, Woody Accords","Floral Rhythm Of Peony, Pink Honeysuckle, Intensively Clean, Sweet Jasmine",4.4,Star.perfume,3.9,537
185,DORALL COLLECTION,Oud Arabi,11.35,374.8905,11.35,374.8905,100,PDT,Unisex,Woody,"Patchouli, sandalwood, musk, amber","Oudh, rose, guaiac wood, jasmine",3.9,Princess of beauty,3.8,467
186,COACH,Coach,36,1189.08,8.7,287.361,2,EDP,Women,Floral,"Cashmeran, Suede, Musk","Turkish Rose, Gardenia",4.8,top langri,3.7,347
187,Mancera,Coco Vanille,446,14731.38,285,9413.55,120,EDP,Women,Vanilla,"White Musk, Woody Notes, Madagascar Vanilla","Jasmine, Ylang-Ylang, Tiare Flower",5,AMLAQ,3.9,135
188,BURBERRY,Weekend,197,6506.91,160,5284.8,100,EDP,Women,Oriental,"Violet Root, Iris, Nectarine, Peach Blossom, Rose Hip Red Cyclamen, Blue Hyacinth","Violet Root, Iris, Nectarine, Peach Blossom, Rose Hip Red Cyclamen, Blue Hyacinth",4.6,AMLAQ,3.9,135
189,Estee Lauder,Private Collection,461,15226.83,199.35,6584.5305,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang, Coriander",4.6,Rose Gallary,3.9,118
190,Marbert,Man Pure,114,3765.42,54.7,1806.741,125,EDT,Men,Citrus,"Oak Moss, Cedar, Sandalwood, Amber, Musk","Geranium, Jasmine, Lily Of The Valley, Majorjam, Coriander, Nutmeg",4.9,Rayhanti,3.8,88
191,AMOUAGE,Gold,1376,45449.28,904.85,29887.1955,100,EDP,Women,Woody,"Ambergris, Civet, Musk, Cedar Wood, Sandalwood","Myrrh, Orris, Jasmine",4.4,Parvant Store,3.8,76
