perfume_id,brand,name,old_price,old_price_THB,new_price,new_price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings
319,TED LAPIDUS,Creation,162,5350.86,162,5350.86,100,EDT,Women,Fruity,"Amber, Musk, Sandalwood, veti","Gardenia, Jasmine, Tuberose, Daffodil, Rose, Ylang-ylang",4.3,KAYA,4.3,4K
320,BVLGARI,Goldea,615,20313.45,200,6606,90,EDP,Women,Arabian,"Musk,Amber,Patchouli,Papyrus","Ylang-Ylang, Jasmine, Musk",4.5,Beuatyone1,3.9,347
321,Revlon,Charlie Blue,44,1453.32,34,1123.02,100,EDT,Women,Woody,"A Mix Of Sandalwood, Oakmoss","Jasmine, Muguet, Rose, Ylang-Ylang",4.2,Attractive perfume,3.5,244
322,AZZARO,Chrome,203,6705.09,143.7,4746.411,100,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood, Cardamom","Cyclamen, Coriander, Jasmine, Oakmoss",5,AMLAQ,3.9,135
323,Calvin Klein,CK IN2U,267,8819.01,82.2,2715.066,100,EDT,Men,Citrus,"Amber, Red Cader, Vanilla",Cacao Pod,5,AMLAQ,3.9,135
324,GUCCI,Premiere,570,18827.1,292.95,9676.1385,75,EDP,Women,Floral,"Patchouli, Sandalwood","Orange Blossom, Musk",2,AMLAQ,3.9,135
325,CHANEL,Allure Homme Sport EDT For,800,26424,423,13971.69,100,EDP,Men,Citrus,"Tonka Bean, Atlas Cedar, Vetiver, White Musk, Pepper","Cedar,Neroli,Pepper",5,hadayiq baris,3.8,122
326,BVLGARI,Aqva Marine Pour Homme,331,10932.93,163.95,5415.2685,100,EDT,Men,Citrus,"Virginia Cedar, Amber","Seaweed, Rosemary, Water Notes",4.8,hadayiq baris,3.8,122
327,VERSACE,Dylan Blue,77,2543.31,38,1255.14,5,EDT,Men,Arabian,"Musk, Tonka Bean, Incense, Saffron","Violet Leaves, Papyrus Wood , Patchouli, Black Pepper, Ambergris",4.2,neo lek,3.5,88
328,Jacques Bogart,Silver Scent,140,4624.2,55,1816.65,100,EDT,Men,Arabian,"Vetiver, Litchi, Tonka Bean, Teak Wood","Cardamom, Rosemary, Nutmeg, Lavender, Coriander, Geranium",4.5,Lady Style,3.6,88
329,GIORGIO ARMANI,Si,620,20478.6,232.9,7692.687,100,EDP,Women,Floral,"Patchouli, Woods, Amber, Orcanox, Vanilla","Rose de Mai, Neroli, Egyptian Jasmine, Freesia",5,Number One,4.2,98.1K
330,AIGNER,Debut Night,433,14301.99,172.8,5707.584,100,EDP,Women,Floral,"Cedar , Vanilla , Raspberry","Orange Blossom , Rose, Water Lily",5,Lolita Shop,4.3,4K
331,BVLGARI,Omnia Crystalline,504,16647.12,279,9215.37,65,EDT,Women,Woody,"White Sandalwood, Benzoin From Siam, Musks","Lotus Flower, Orris Concrete, Heliotrope",5,KAYA,4.3,4K
332,Lancome,Idôle ED,14.95,493.7985,14.95,493.7985,2,EDT,Women,Floral,"Vanilla, Amber, Musk,, Patchouli","Jasmine, Geranium, Neroli, Ylang-Ylang",5,Princess of beauty,3.8,467
333,Ard Al Zaafaran,Oud Sharqia,65,2146.95,18.4,607.752,80,EDP,Unisex,Arabian,Sweet Wood,Citric,4.4,King-Perfume,4.2,450
334,PACO RABANNE,1 Million Lucky,514,16977.42,267.15,8823.9645,100,EDT,Men,Woody,"Oakmoss, Patchouli, Vetiver","Cashmere Wood, Cedar Wood, Hazelnut, Honey, Jasmine",4.5,AMLAQ,3.9,135
335,VERSACE,Eros,645,21304.35,369.7,12211.191,200,EDT,Men,Arabian,"Cedar, Oakmoss, Vanilla, Vetiver","Ambroxan, Geranium, Tonka Beans",4.9,AMLAQ,3.9,135
336,Calvin Klein,Reveal,427,14103.81,169,5582.07,100,EDP,Women,Floral,"Vetiver, Sandalwood, Cashmere, Musk","Powdery Iris, Ambergris",4.4,Faces,3.6,61
337,GUCCI,Bloom Nettare Di Fiori,516,17043.48,318.8,10529.964,100,EDP,Women,Floral,"Patchouli, Musks, Osmanthus","Tuberose,Honeysuckle,Jasmine",5,perfumes--addresses,4.4,59
338,LANVIN,Lanvin,139,4591.17,113,3732.39,100,EDT,Men,Woody,"Sandalwood, Amber, Musk, Vanilla","Pepper, Mint, Sage, Cardamom",5,Chansles,3.9,33
339,HUGO BOSS,Femme,415,13707.45,139.35,4602.7305,75,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",4.8,Lolita Shop,3.7,23
340,Britney Spears,Fantasy,314,10371.42,99,3269.97,100,EDP,Women,Floral,"Creamy Musk, Orris Root, Sensual Woods","Cupcake, Jasmine, White Chocolate Orchid",4.5,noon,4.2,98.1K
341,ELIE SAAB,Royal,711,23484.33,239.75,7918.9425,90,EDP,Women,Floral,"Indonesian Patchouli Essence, Indian Sandalwood, Amber, Vanilla","Turkish Rose Absolute, Bulgarian Rose Absolute, Lebanese Neroli",5,noon,4.2,98.1K
342,GIORGIO ARMANI,Si Fiori,855,28240.65,323.05,10670.3415,100,EDP,Women,Floral,"Vanilla, White Musk","Neroli, Rose",5,Number One,4.2,98.1K
343,CAROLINA HERRERA,212 Men Nyc,385,12716.55,163.9,5413.617,100,EDT,Men,Woody,"Labdanum, Sandalwood, Musk, Guaiac Wood, Vetiver, Incense","Ginger, Gardenia, Violet, Sage",4.3,Beuatyone1,3.9,1.9K
344,Kenzo,Jeu D'Amour L'elixir,447,14764.41,195.45,6455.7135,75,EDP,Women,Fruity,"Caramel, Patchouli, Rum, Sandalwood, Vanilla","Jasmine, Tuberose",4.6,Star.perfume,3.9,537
345,HUGO BOSS,Hugo,395,13046.85,115,3798.45,125,EDT,Men,Aromatic,"Cedar Wood, Fir, Patchouli","Carnation, Geranium, Jasmine, Sage",4.2,Grass gulf,3.7,135
346,Calvin Klein,Euphoria Intense,99.95,3301.3485,99.95,3301.3485,100,EDT,Men,Spicy,"Amber, Patchouli, Agarwood, Myrrh, Labdanun","Black Basil, Sage, Cedar, Vetiver",5,hadayiq baris,3.8,122
347,MONTBLANC,Legend Spirit,342,11296.26,140,4624.2,100,EDT,Men,Citrus,"White Musk, White Woods, Cashmere Wood, Oakmoss","Water Notes, Lavender, Cardamom",4.7,hadayiq baris,3.8,122
348,Parfums De Marly,Pegasus,914,30189.42,245,8092.35,125,EDT,Men,Citrus,"Ambergris, musk","Iris, orange blossom",4.5,hadayiq baris,3.8,122
349,PACO RABANNE,Invictus,601,19851.03,279.1,9218.673,150,EDT,Men,Citrus,"Guaiac Wood, Patchouli Heart","Ambregris Accord, Grapefruit Zests",5,Perfume Ports,3.6,111
350,TRUSSARDI,Uomo,260,8587.8,143.75,4748.0625,100,EDT,Men,Floral,"Patchouli,Oak Moss,Leather","Geranium,Violet,Clary Sage",4.1,Parvant Store,3.8,76
351,LOEWE,Esencia Pour Homme,514,16977.42,177,5846.31,150,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar, Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium, Black Currant",5,Pinch Of Perfum,4.2,32
352,Calvin Klein,Escape,184,6077.52,94.95,3136.1985,100,EDP,Women,Oriental,"Vanilla, Musk, Cedar, Sandalwood, Oakmoss, Amber, Vetiver","Carnation, Rose, Peach, Lily of the Valley, Jasmine, Cloves",5,noon,4.2,98.1K
353,MONTBLANC,Explorer,310,10239.3,187.9,6206.337,100,EDP,Men,Woody,"Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod","Haitian Vetiver, Leather",5,noon,4.2,98.1K
354,Fendi,Furiosa,207,6837.21,101.85,3364.1055,50,EDP,Women,Floral,"Amber, Incense, Guaiac Wood","Jasmine, Violaciocca Flower, Gardenia",4.6,noon,4.2,98.1K
355,GUCCI,Guilty Pour Homme,340,11230.2,200.2,6612.606,90,EDT,Men,Floral,"Patchouli, Virginia Cedar",African Orange Flower,4.5,noon,4.2,98.1K
356,MONTBLANC,Legend,342,11296.26,108.5,3583.755,100,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oak Moss, Geranium, Rose, Apple, Dried Fruit",4.7,Perfume Ms,3.5,98
357,Miu Miu,miu miu,515,17010.45,249.95,8255.8485,100,EDP,Women,Floral,Akigalawood,"Green Notes, Jasmine, Rose",5,noon,4.2,98.1K
358,Givenchy,L'Interdit,446,14731.38,228,7530.84,50,EDP,Women,Floral,"Vetiver, Patchouli, Ambroxan, Vanilla","Orange Blossom, Jasmine, Tuberose",5,Brand Land,43,4K
359,Estee Lauder,White Linen,354,11692.62,197.5,6523.425,60,EDP,Women,Oriental,"Vetiver, Sandalwood, Cedar, Amber, Benzoin, Tonka Bean, Honey, Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-Of-The-Valley, Violet, Lilac, Orchid, Orris",4.6,Precious Store,4.1,319
360,Estee Lauder,White Linen,214,7068.42,214,7068.42,60,EDP,Women,Arabian,"Vetiver, Sandalwood, Amber, Benzoin, Tonka Bean, Honey, Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-of-the-Valley, Violet, Lilac, Orchid, Orris",5,Precious Store,4.1,319
361,Calvin Klein,CK One,220,7266.6,105,3468.15,200,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar, Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily Of The Valley, Rose",3.3,AMLAQ,3.9,135
362,PACO RABANNE,Ultraviolet,281,9281.43,148.65,4909.9095,80,EDP,Women,Floral,"Madagascar Vanilla Absolute, Ambergris","Chinese Osmanthus, Indian Sambac Jasmine",4.8,AMLAQ,3.9,135
363,Givenchy,Play Intense,438,14467.14,259.9,8584.497,50,EDT,Men,Spicy,"Vetyver,French Labdanum,Patchouli,Tonka Bean","Amyris,Pink Pepper,Coffee",4.4,Y,3.5,75
364,BURBERRY,Brit Sheer,232,7662.96,123.95,4094.0685,100,EDT,Women,Fruity,"White Musk, Blond Wood","Pink Peony, Peach Blossom, Nashi, Floral Accent",4.8,noon,4.2,98.1K
365,ELIE SAAB,Girl Of Now,583,19256.49,264.9,8749.647,90,EDP,Women,Floral,"Patchouli, Cashmeran, Tonka Bean, Almond Milk","Range Blossom, Magnolia, Almond",4,noon,4.2,98.1K
366,JAGUAR,Jaguar,179,5912.37,59.7,1971.891,100,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",4.5,noon,4.2,98.1K
367,DORALL COLLECTION,Eternally Hot,29,957.87,8,264.24,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,4.2,14.1K
368,BOUCHERON,Place Vendome,187,6176.61,187,6176.61,100,EDP,Women,Floral,"Cedar, White Musk","Iris, Rose, Jasmine",4.5,the beauty,4.1,538
369,Guerlain,Habit Rouge,435,14368.05,218.45,7215.4035,100,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss, Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar, Rose",4.5,Star.perfume,3.9,537
370,CHANEL,Gabrielle,1126,37191.78,459,15160.77,100,EDP,Women,Floral,"Sandalwood, Musk","Tuberose, Ylang-ylang, Jasmine, Orange blossom",3.7,Al-Najm,3.7,347
371,HUGO BOSS,Ma Vie,185,6110.55,125,4128.75,75,EDP,Women,Floral,"Cedar, Woody Notes","Pink Freesia, Jasmine, Rose",5,Rose Gallary,4.2,347
372,Roberto Cavalli,Paradisio Azzuro,499,16481.97,168,5549.04,75,EDP,Women,Floral,"Amberwood, Cashmere Wood, Cypress, Sandalwood, Vanilla","Apple, Jasmine, Peach, Rose, Tuberose, Water Notes",4.8,AMLAQ,3.9,135
373,Dolce & Gabbana,The One,441,14566.23,130.95,4325.2785,100,EDT,Men,Spicy,"Amber, Moss, Musk, Vanilla, Vetiver","Genisteae, Jasmine, Lily, Lily Of The Valley, Orange Tree Blossom, Ylang-Ylang",4.5,Perfume Ms,3.6,111
374,BENTLEY,Momentum Intense,226,7464.78,144,4756.32,100,EDP,Men,Woody,"Amber Wood, Sandalwood, White Musk","Geranium, Tonka Bean, Marine Ambergris",5,MOON LIGHT,3.9,61
375,Guerlain,Mon Bloom Of Rose,586,19355.58,272,8984.16,100,EDT,Women,Floral,"Neroli, Rose",Sambac Jasmine,4,Faces,3.9,61
376,KORLOFF,In White,562,18562.86,116,3831.48,88,EDT,Men,Citrus,"Cashmeran, Virginia Cedar, Musk, Tonka Bean","Lavender, African Orange Flower, Clary Sage",5,noon,4.2,98.1K
377,TESORI D´ORIENTE,Orchidea della Cina,60,1981.8,38.95,1286.5185,100,EDT,Women,Floral,"Myrrh,Praline,Musk,Vanilla,Sandalwood","Orange Blossom,Tiare Flower,Jasmine,Orchid",4.3,noon,4.2,98.1K
378,S.T.Dupont,Passenger,310,10239.3,106.15,3506.1345,100,EDP,Women,Fruity,"Iris, Vanilla, White Musk, Sandalwood","Cyclamen, Rose, Gardenia, White Peach",4.9,noon,4.2,98.1K
379,TRUSSARDI,Uomo,230,7596.9,138.85,4586.2155,100,EDT,Men,Spicy,"Leather, Moss, Patchouli","Clary Sage, Violet",5,noon100% Genuine Product,4.2,98.1K
380,DORALL COLLECTION,DC Marine Noir,29,957.87,9.7,320.391,100,EDT,Men,Floral,"Incense, Amber, Cedar, Vetiver, Patchouli, Musk","Water, Sage, Rosemary",3.4,B.A.G,3.7,14.1K
381,BURBERRY,Body,283,9347.49,142,4690.26,85,EDP,Women,Woody,"Cashmere Wood, Musk, Amber, Vanille","Iris, Rose, Sandalwood",5,King-Perfume,4.2,450
382,GUCCI,Bamboo,575,18992.25,189,6242.67,75,EDP,Women,Floral,Sandalwood,"Casablanca Lily, Ylang Ylang Extra-Comoros",4.8,Al-Najm,3.7,347
383,Revlon,Charli Blue,44,1453.32,44,1453.32,100,EDT,Women,Woody,"Sandalwood, Oakmoss, Musk","Jasmine, Muguet, Rose, Ylang-ylang",5,Attractive perfume,3.5,244
384,HUGO BOSS,Hugo Man,269,8885.07,99.5,3286.485,75,EDT,Men,Fresh,"Patchouli, Fir, Cedar","Carnation, Sage, Geranium, Jasmine",4.3,AMLAQ,3.9,135
385,BENTLEY,Absolute,200,6606,154,5086.62,100,EDP,Men,Woody,"Moss, Agarwood, Amber, Atlas Cedar","Olibanum, Papyrus, Sandalwood",5,Nawaem_perfumes,3.9,69
386,BURBERRY,Burberry Body,499,16481.97,164.35,5428.4805,85,EDP,Women,Fruity,"Woody Cashmeran, Creamy Vanilla, Amber, Musk.","Natural Rose Absolute, Iris, Warm Sandalwood.",4.8,perfumes--addresses,3.9,59
387,Calvin Klein,Reveal,264,8719.92,149.4,4934.682,100,EDT,Men,Vanilla,"Haitian Vetiver, Vintage Vanilla, Golden Amber","Agave Nectar, Kiwano",5,Alabeer,3.6,30
388,AZZARO,Chrome,269,8885.07,135,4459.05,100,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood, Cardamom","Rosemary, Pineapple, Neroli, Bergamot, Lemon",4,noon,4.2,98.1K
389,Dunhill,Custom,330,10899.9,89.85,2967.7455,100,EDT,Men,Floral,"Virginia Cedar, Incense",Pepper,4.3,noon,4.2,98.1K
390,DORALL COLLECTION,Super Cobra,29,957.87,8.8,290.664,100,EDT,Women,Floral,"Amber Milk, Mousse Australian, Sandalwood, Vanilla","Orange, Blossom Peach, Raspberry Leaf",5,B.A.G,3.7,14.1K
391,Lolita Lempicka,lolita,430,14202.9,222.6,7352.478,100,EDP,Women,Vanilla,"Musk,Praline,Tonka Beans,Vanilla,Vetiver","Amaryllis,Cherry,Iris,Licorice,Orris Root",4.4,Star.perfume,3.9,537
392,RALPH LAUREN,Polo Blue,465,15358.95,327,10800.81,125,EDP,Men,Woody,Vetiver,Blue Orris Accord,4.7,top langri,3.9,347
393,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442,14599.26,108.75,3592.0125,100,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",4.7,Creativity star,3.5,319
394,MINI COLLECTION,Eaudemoiselle No.1154,16,528.48,16,528.48,25,EDP,Unisex,Oriental,rose,cinnamon,4.9,original,3.9,235
